date,product,sales
2020-03-21,B0085W2MUQ,7.829829473966778
2020-03-22,B0085W2MUQ,10.450987242153067
2020-03-23,B0085W2MUQ,4.863900849597635
2020-03-24,B0085W2MUQ,4.807061799481829
2020-03-25,B0085W2MUQ,6.319244237616378
2020-03-26,B0085W2MUQ,5.761773322346468
2020-03-27,B0085W2MUQ,7.326875318691335
2020-03-28,B0085W2MUQ,7.046862657205169
2020-03-29,B0085W2MUQ,6.662963145959541
2020-03-30,B0085W2MUQ,2.3045044943774866
2020-01-01,B008FWZGSG,2.8145361085909535
2020-01-02,B008FWZGSG,1.6664016954289538
2020-01-03,B008FWZGSG,3.8893661092747007
2020-01-04,B008FWZGSG,5.264207085619283
2020-01-05,B008FWZGSG,3.5321028681499387
2020-01-06,B008FWZGSG,4.130865990252973
2020-01-07,B008FWZGSG,2.095211696166629
2020-01-08,B008FWZGSG,3.1885361271714343
2020-01-09,B008FWZGSG,3.8241928873916513
2020-01-10,B008FWZGSG,3.5828224241258355
2020-01-11,B008FWZGSG,2.880852536879463
2020-01-12,B008FWZGSG,1.1932707622797134
2020-01-13,B008FWZGSG,1.9912948522292375
2020-01-14,B008FWZGSG,6.6931137842866235
2020-01-15,B008FWZGSG,7.70831299334231
2020-01-16,B008FWZGSG,6.950915738248184
2020-01-17,B008FWZGSG,4.8633126617610145
2020-01-18,B008FWZGSG,3.4811842269755706
2020-01-19,B008FWZGSG,2.6381072249926563
2020-01-20,B008FWZGSG,1.9712227800307869
2020-01-21,B008FWZGSG,2.9406325579465338
2020-01-22,B008FWZGSG,7.029569934631495
2020-01-23,B008FWZGSG,4.492614477468156
2020-01-24,B008FWZGSG,4.467322338138251
2020-01-25,B008FWZGSG,3.69107446202763
2020-01-26,B008FWZGSG,4.616669432182042
2020-01-27,B008FWZGSG,4.077185659184241
2020-01-28,B008FWZGSG,3.3767973370705047
2020-01-29,B008FWZGSG,4.436547492756161
2020-01-30,B008FWZGSG,7.528431943162796
2020-01-31,B008FWZGSG,5.020489433954204
2020-02-01,B008FWZGSG,5.050677133149309
2020-02-02,B008FWZGSG,11.414117390618017
2020-02-03,B008FWZGSG,4.905669206033102
2020-02-04,B008FWZGSG,5.761498077711085
2020-02-05,B008FWZGSG,7.544916395025086
2020-02-06,B008FWZGSG,4.921745607259055
2020-02-07,B008FWZGSG,3.7036264035512505
2020-02-08,B008FWZGSG,1.727511580362417
2020-02-09,B008FWZGSG,6.727721356827934
2020-02-10,B008FWZGSG,2.4572423565645365
2020-02-11,B008FWZGSG,7.977272236955874
2020-02-12,B008FWZGSG,7.698361659351487
2020-02-13,B008FWZGSG,4.396685775391931
2020-02-14,B008FWZGSG,12.02512889274795
2020-02-15,B008FWZGSG,9.886814953582615
2020-02-16,B008FWZGSG,5.80967949539301
2020-02-17,B008FWZGSG,4.7658870646902916
2020-02-18,B008FWZGSG,7.176545037853226
2020-02-19,B008FWZGSG,7.970665494919833
2020-02-20,B008FWZGSG,5.441262248575639
2020-02-21,B008FWZGSG,5.113863309844098
2020-02-22,B008FWZGSG,3.467331466305172
2020-02-23,B008FWZGSG,7.487735129993379
2020-02-24,B008FWZGSG,4.755493663157918
2020-02-25,B008FWZGSG,3.1501639530765067
2020-02-26,B008FWZGSG,4.714779520098276
2020-02-27,B008FWZGSG,5.798853252769554
2020-02-28,B008FWZGSG,2.4954814678717834
2020-02-29,B008FWZGSG,1.868954520915134
2020-03-01,B008FWZGSG,11.901044359118853
2020-03-02,B008FWZGSG,7.243196701093588
2020-03-03,B008FWZGSG,6.491632986078101
2020-03-04,B008FWZGSG,9.156138225565023
2020-03-05,B008FWZGSG,5.968760947158989
2020-03-06,B008FWZGSG,6.8383506980893705
2020-03-07,B008FWZGSG,10.804125121285573
2020-03-08,B008FWZGSG,6.82189320835107
2020-03-09,B008FWZGSG,6.09781910031519
2020-03-10,B008FWZGSG,4.869301842920565
2020-03-11,B008FWZGSG,5.5552277204727005
2020-03-12,B008FWZGSG,5.213660612396776
2020-03-13,B008FWZGSG,7.57512260456585
2020-03-14,B008FWZGSG,6.3152552986509445
2020-03-15,B008FWZGSG,8.209434456440125
2020-03-16,B008FWZGSG,5.83207843002458
2020-03-17,B008FWZGSG,7.403024466740309
2020-03-18,B008FWZGSG,11.970389024842213
2020-03-19,B008FWZGSG,11.067431774497322
2020-03-20,B008FWZGSG,10.93022010330441
2020-03-21,B008FWZGSG,7.345303813533168
2020-03-22,B008FWZGSG,12.439081263835424
2020-03-23,B008FWZGSG,8.162545123030597
2020-03-24,B008FWZGSG,7.7727872883520215
2020-03-25,B008FWZGSG,9.192754497878843
2020-03-26,B008FWZGSG,7.211662170036031
2020-03-27,B008FWZGSG,9.864061104694725
2020-03-28,B008FWZGSG,7.439959512669842
2020-03-29,B008FWZGSG,8.33192844497817
2020-03-30,B008FWZGSG,5.469649544824336
2020-01-01,B00C3GBCIS,8.419067012028957
2020-01-02,B00C3GBCIS,5.325711835427277
2020-01-03,B00C3GBCIS,14.860310780398132
2020-01-04,B00C3GBCIS,1.4295776061954548
2020-01-05,B00C3GBCIS,3.345690596322828
2020-01-06,B00C3GBCIS,1.7282506241496407
2020-01-07,B00C3GBCIS,5.1084553516553335
2020-01-08,B00C3GBCIS,15.80257660787095
2020-01-09,B00C3GBCIS,13.949883654851456
2020-01-10,B00C3GBCIS,6.051563562437022
2020-01-11,B00C3GBCIS,3.8483456533826574
2020-01-12,B00C3GBCIS,3.239514057032989
2020-01-13,B00C3GBCIS,2.314254979603747
2020-01-14,B00C3GBCIS,2.2223413124957236
2020-01-15,B00C3GBCIS,5.920806404388289
2020-01-16,B00C3GBCIS,10.13533276851311
2020-01-17,B00C3GBCIS,4.7704353152948356
2020-01-18,B00C3GBCIS,7.281355859756783
2020-01-19,B00C3GBCIS,1.7559079824407935
2020-01-20,B00C3GBCIS,3.145759162478307
2020-01-21,B00C3GBCIS,1.9986670670323416
2020-01-22,B00C3GBCIS,1.656940048282804
2020-01-23,B00C3GBCIS,1.6374994251938966
2020-01-24,B00C3GBCIS,2.674286304860165
2020-01-25,B00C3GBCIS,3.951276894009105
2020-01-26,B00C3GBCIS,6.485181782141993
2020-01-27,B00C3GBCIS,3.384932663911333
2020-01-28,B00C3GBCIS,3.28929704487981
2020-01-29,B00C3GBCIS,5.06341916598263
2020-01-30,B00C3GBCIS,5.618926847322854
2020-01-31,B00C3GBCIS,2.3933159528718946
2020-02-01,B00C3GBCIS,3.4293712571301778
2020-02-02,B00C3GBCIS,5.680122912826652
2020-02-03,B00C3GBCIS,2.4066222218014155
2020-02-04,B00C3GBCIS,0.7231605450563559
2020-02-05,B00C3GBCIS,4.778927601368194
2020-02-06,B00C3GBCIS,3.749196722092073
2020-02-07,B00C3GBCIS,1.2170123549962686
2020-02-08,B00C3GBCIS,1.7337058049988403
2020-02-09,B00C3GBCIS,7.318327537359393
2020-02-10,B00C3GBCIS,3.2884935027507316
2020-02-11,B00C3GBCIS,8.810128269160094
2020-02-12,B00C3GBCIS,3.9390993420626064
2020-02-13,B00C3GBCIS,2.167354080553563
2020-02-14,B00C3GBCIS,6.34383180671911
2020-02-15,B00C3GBCIS,7.773405026202635
2020-02-16,B00C3GBCIS,3.2055806016631094
2020-02-17,B00C3GBCIS,3.388926413581882
2020-02-18,B00C3GBCIS,1.6679538929384874
2020-02-19,B00C3GBCIS,3.2037584225525078
2020-02-20,B00C3GBCIS,4.140305082559688
2020-02-21,B00C3GBCIS,3.4921403613204856
2020-02-22,B00C3GBCIS,2.5308713415844255
2020-02-23,B00C3GBCIS,2.2691298913184177
2020-02-24,B00C3GBCIS,1.1916999957906158
2020-02-25,B00C3GBCIS,1.3846777663020604
2020-02-26,B00C3GBCIS,1.3764030696180196
2020-02-27,B00C3GBCIS,1.1325601083309416
2020-02-28,B00C3GBCIS,1.9872917806441637
2020-02-29,B00C3GBCIS,1.9169749134632095
2020-03-01,B00C3GBCIS,6.2597623589224165
2020-03-02,B00C3GBCIS,4.351773691342966
2020-03-03,B00C3GBCIS,4.501339468839591
2020-03-04,B00C3GBCIS,5.080270909956264
2020-03-05,B00C3GBCIS,4.172742124256128
2020-03-06,B00C3GBCIS,6.561288191131424
2020-03-07,B00C3GBCIS,6.812756568530449
2020-03-08,B00C3GBCIS,3.589652041465771
2020-03-09,B00C3GBCIS,1.8327309330870145
2020-03-10,B00C3GBCIS,5.042588301759186
2020-03-11,B00C3GBCIS,3.5136294962504118
2020-03-12,B00C3GBCIS,3.842587314241963
2020-03-13,B00C3GBCIS,5.012636387993294
2020-03-14,B00C3GBCIS,5.547098497743516
2020-03-15,B00C3GBCIS,7.271959132815324
2020-03-16,B00C3GBCIS,5.8019207828495425
2020-03-17,B00C3GBCIS,5.644446276551483
2020-03-18,B00C3GBCIS,7.3462464651727375
2020-03-19,B00C3GBCIS,7.21502499879629
2020-03-20,B00C3GBCIS,6.270091827352376
2020-03-21,B00C3GBCIS,6.596084912336896
2020-03-22,B00C3GBCIS,12.394046713834227
2020-03-23,B00C3GBCIS,4.646593251937876
2020-03-24,B00C3GBCIS,5.294661834623773
2020-03-25,B00C3GBCIS,5.521581012056213
2020-03-26,B00C3GBCIS,5.743776606995387
2020-03-27,B00C3GBCIS,4.80909901946596
2020-03-28,B00C3GBCIS,3.034935696004912
2020-03-29,B00C3GBCIS,3.812660177201945
2020-03-30,B00C3GBCIS,1.2844362057081156
2020-01-01,B00J5DYCCA,1.1572854566281343
2020-01-02,B00J5DYCCA,1.210957082423334
2020-01-03,B00J5DYCCA,2.2921940078144174
2020-01-04,B00J5DYCCA,0.8881276197085243
2020-01-05,B00J5DYCCA,1.1130345698319446
2020-01-06,B00J5DYCCA,0.9373851101660138
2020-01-07,B00J5DYCCA,0.966361798668566
2020-01-08,B00J5DYCCA,4.67210480731182
2020-01-09,B00J5DYCCA,2.631206842949163
2020-01-10,B00J5DYCCA,3.320202659707332
2020-01-11,B00J5DYCCA,1.6406026536170877
2020-01-12,B00J5DYCCA,1.442141170556072
2020-01-13,B00J5DYCCA,0.4480474045486645
2020-01-14,B00J5DYCCA,2.8857737685687703
2020-01-15,B00J5DYCCA,1.8749321047539778
2020-01-16,B00J5DYCCA,3.0592362812037917
2020-01-17,B00J5DYCCA,2.4200487477312063
2020-01-18,B00J5DYCCA,3.715466902250071
2020-01-19,B00J5DYCCA,1.3280908820564377
2020-01-20,B00J5DYCCA,1.133542486854958
2020-01-21,B00J5DYCCA,0.8299379944277864
2020-01-22,B00J5DYCCA,2.3549038563688343
2020-01-23,B00J5DYCCA,2.1792537257552826
2020-01-24,B00J5DYCCA,2.0316547835015317
2020-01-25,B00J5DYCCA,1.806469205698628
2020-01-26,B00J5DYCCA,3.027160636973865
2020-01-27,B00J5DYCCA,1.8283785908906593
2020-01-28,B00J5DYCCA,1.649270275769662
2020-01-29,B00J5DYCCA,1.1351557101128498
2020-01-30,B00J5DYCCA,1.9757282539840875
2020-01-31,B00J5DYCCA,1.7792570269356813
2020-02-01,B00J5DYCCA,1.9842379642936747
2020-02-02,B00J5DYCCA,6.138493963218471
2020-02-03,B00J5DYCCA,1.260804348268939
2020-02-04,B00J5DYCCA,2.6076318918429933
2020-02-05,B00J5DYCCA,2.5135362904837177
2020-02-06,B00J5DYCCA,1.5810732959310962
2020-02-07,B00J5DYCCA,1.3250184860135696
2020-02-08,B00J5DYCCA,1.6893902435304673
2020-02-09,B00J5DYCCA,3.883318152405962
2020-02-10,B00J5DYCCA,1.8229009443951847
2020-02-11,B00J5DYCCA,1.8198058575322078
2020-02-12,B00J5DYCCA,2.7550195041427266
2020-02-13,B00J5DYCCA,2.4506661317804928
2020-02-14,B00J5DYCCA,7.022356495581817
2020-02-15,B00J5DYCCA,2.95519690832867
2020-02-16,B00J5DYCCA,2.083075259800797
2020-02-17,B00J5DYCCA,1.2385327112914328
2020-02-18,B00J5DYCCA,1.5626688845311576
2020-02-19,B00J5DYCCA,2.3430210948773205
2020-02-20,B00J5DYCCA,3.4511495442301188
2020-02-21,B00J5DYCCA,2.8298037180774656
2020-02-22,B00J5DYCCA,3.1939889712064873
2020-02-23,B00J5DYCCA,2.9437440138049444
2020-02-24,B00J5DYCCA,3.2697123419396887
2020-02-25,B00J5DYCCA,2.4495467129036954
2020-02-26,B00J5DYCCA,2.1699040256639206
2020-02-27,B00J5DYCCA,3.4493337822619257
2020-02-28,B00J5DYCCA,2.4897311597962717
2020-02-29,B00J5DYCCA,1.4069852274890937
2020-03-01,B00J5DYCCA,4.276472983294596
2020-03-02,B00J5DYCCA,3.6677518150594817
2020-03-03,B00J5DYCCA,5.490636743832839
2020-03-04,B00J5DYCCA,4.847560493823528
2020-03-05,B00J5DYCCA,4.306660213188684
2020-03-06,B00J5DYCCA,6.059485215634958
2020-03-07,B00J5DYCCA,3.3929759726888276
2020-03-08,B00J5DYCCA,3.0499239283031265
2020-03-09,B00J5DYCCA,2.3589287783148696
2020-03-10,B00J5DYCCA,1.9317236606605388
2020-03-11,B00J5DYCCA,2.8183023439421024
2020-03-12,B00J5DYCCA,5.0927290031657835
2020-03-13,B00J5DYCCA,4.599086325593337
2020-03-14,B00J5DYCCA,2.4335881581494045
2020-03-15,B00J5DYCCA,3.2571436722637697
2020-03-16,B00J5DYCCA,2.012610674602656
2020-03-17,B00J5DYCCA,5.38562239072863
2020-03-18,B00J5DYCCA,6.1109976892104445
2020-03-19,B00J5DYCCA,4.853060967026688
2020-03-20,B00J5DYCCA,6.01968896202097
2020-03-21,B00J5DYCCA,4.884137546368977
2020-03-22,B00J5DYCCA,5.344583507652599
2020-03-23,B00J5DYCCA,4.680554326074457
2020-03-24,B00J5DYCCA,3.640296810098429
2020-03-25,B00J5DYCCA,2.9250237121293203
2020-03-26,B00J5DYCCA,4.307822792245598
2020-03-27,B00J5DYCCA,3.3539327624280015
2020-03-28,B00J5DYCCA,2.929502088406062
2020-03-29,B00J5DYCCA,4.729867519270586
2020-03-30,B00J5DYCCA,1.9814348875938346
2020-01-01,B00KIDSU8S,0.8977991741144579
2020-01-02,B00KIDSU8S,1.829687523722334
2020-01-03,B00KIDSU8S,5.976664238813817
2020-01-04,B00KIDSU8S,1.9159723579011505
2020-01-05,B00KIDSU8S,6.472613930764145
2020-01-06,B00KIDSU8S,3.893026683865106
2020-01-07,B00KIDSU8S,3.06060730834307
2020-01-08,B00KIDSU8S,8.324242342702695
2020-01-09,B00KIDSU8S,5.7487909050497015
2020-01-10,B00KIDSU8S,6.594041093007025
2020-01-11,B00KIDSU8S,5.39970421742893
2020-01-12,B00KIDSU8S,3.764110940699656
2020-01-13,B00KIDSU8S,1.9165707838963375
2020-01-14,B00KIDSU8S,5.235933881184819
2020-01-15,B00KIDSU8S,3.622945214767499
2020-01-16,B00KIDSU8S,5.902260671859768
2020-01-17,B00KIDSU8S,3.093445551213381
2020-01-18,B00KIDSU8S,4.68286420386086
2020-01-19,B00KIDSU8S,6.590619031081999
2020-01-20,B00KIDSU8S,1.7312959212723704
2020-01-21,B00KIDSU8S,5.061229086949439
2020-01-22,B00KIDSU8S,4.656242872214659
2020-01-23,B00KIDSU8S,6.5784159735295145
2020-01-24,B00KIDSU8S,6.912273574318718
2020-01-25,B00KIDSU8S,7.578530729056089
2020-01-26,B00KIDSU8S,7.001189247723311
2020-01-27,B00KIDSU8S,5.563674873884056
2020-01-28,B00KIDSU8S,2.3945166316825484
2020-01-29,B00KIDSU8S,1.9230867473426005
2020-01-30,B00KIDSU8S,6.205965205377419
2020-01-31,B00KIDSU8S,4.819594894557039
2020-02-01,B00KIDSU8S,2.4921019446806336
2020-02-02,B00KIDSU8S,2.8842486673896746
2020-02-03,B00KIDSU8S,3.2337490854688746
2020-02-04,B00KIDSU8S,1.6951012744199283
2020-02-05,B00KIDSU8S,2.7827269391347773
2020-02-06,B00KIDSU8S,1.97449828095949
2020-02-07,B00KIDSU8S,2.4754776803007323
2020-02-08,B00KIDSU8S,3.036747876381503
2020-02-09,B00KIDSU8S,2.5846368285772465
2020-02-10,B00KIDSU8S,1.461589869259861
2020-02-11,B00KIDSU8S,1.636575746134451
2020-02-12,B00KIDSU8S,2.9843450874979007
2020-02-13,B00KIDSU8S,1.987178980279874
2020-02-14,B00KIDSU8S,2.172483651490677
2020-02-15,B00KIDSU8S,1.9802633389841655
2020-02-16,B00KIDSU8S,2.9968750361970997
2020-02-17,B00KIDSU8S,1.5947904833967999
2020-02-18,B00KIDSU8S,1.6343019305029676
2020-02-19,B00KIDSU8S,2.9311277183529185
2020-02-20,B00KIDSU8S,1.2858080097285374
2020-02-21,B00KIDSU8S,2.6789385295696233
2020-02-22,B00KIDSU8S,0.9501017737961455
2020-02-23,B00KIDSU8S,1.48786923337426
2020-02-24,B00KIDSU8S,0.787580602872398
2020-02-25,B00KIDSU8S,1.1717429710457756
2020-02-26,B00KIDSU8S,1.8427387743237054
2020-02-27,B00KIDSU8S,1.757502581242959
2020-02-28,B00KIDSU8S,1.232148468778851
2020-02-29,B00KIDSU8S,1.5447186454411796
2020-03-01,B00KIDSU8S,3.1206681510445593
2020-03-02,B00KIDSU8S,1.9923867527204715
2020-03-03,B00KIDSU8S,4.480122473137627
2020-03-04,B00KIDSU8S,4.838507278540411
2020-03-05,B00KIDSU8S,4.624477952631926
2020-03-06,B00KIDSU8S,4.9045432990493145
2020-03-07,B00KIDSU8S,2.804701180795789
2020-03-08,B00KIDSU8S,3.157490895821383
2020-03-09,B00KIDSU8S,1.4036129208700288
2020-03-10,B00KIDSU8S,3.1896972164687263
2020-03-11,B00KIDSU8S,2.330332129317154
2020-03-12,B00KIDSU8S,3.4913430819124875
2020-03-13,B00KIDSU8S,3.6558659312385657
2020-03-14,B00KIDSU8S,3.63794427945694
2020-03-15,B00KIDSU8S,4.327246712494864
2020-03-16,B00KIDSU8S,2.3871844904674067
2020-03-17,B00KIDSU8S,1.3867671560225505
2020-03-18,B00KIDSU8S,3.763037186668161
2020-03-19,B00KIDSU8S,6.328218639798676
2020-03-20,B00KIDSU8S,3.9397806720951123
2020-03-21,B00KIDSU8S,4.049370289321213
2020-03-22,B00KIDSU8S,6.752427914587152
2020-03-23,B00KIDSU8S,3.0881464317010847
2020-03-24,B00KIDSU8S,3.0649869309481708
2020-03-25,B00KIDSU8S,6.0585086812469795
2020-03-26,B00KIDSU8S,6.159861027824722
2020-03-27,B00KIDSU8S,5.019592318415132
2020-03-28,B00KIDSU8S,4.702718190964499
2020-03-29,B00KIDSU8S,4.298896547743657
2020-03-30,B00KIDSU8S,0.9302971465476544
2020-01-01,B00KIE28X0,4.7431147495855726
2020-01-02,B00KIE28X0,3.3768705141386777
2020-01-03,B00KIE28X0,4.654177111129926
2020-01-04,B00KIE28X0,2.9855520297838862
2020-01-05,B00KIE28X0,7.6635749128983965
2020-01-06,B00KIE28X0,1.1397693891902045
2020-01-07,B00KIE28X0,2.25846644998946
2020-01-08,B00KIE28X0,5.77340344663409
2020-01-09,B00KIE28X0,4.676209596232462
2020-01-10,B00KIE28X0,4.3015919380611605
2020-01-11,B00KIE28X0,2.703038412297178
2020-01-12,B00KIE28X0,2.3487580893005053
2020-01-13,B00KIE28X0,1.7559912807648848
2020-01-14,B00KIE28X0,5.705707577800113
2020-01-15,B00KIE28X0,4.514196023622702
2020-01-16,B00KIE28X0,9.17206710352679
2020-01-17,B00KIE28X0,10.00915189624147
2020-01-18,B00KIE28X0,7.826593552331009
2020-01-19,B00KIE28X0,2.749159471249259
2020-01-20,B00KIE28X0,4.257934721046442
2020-01-21,B00KIE28X0,2.1328640643800996
2020-01-22,B00KIE28X0,2.753253477476397
2020-01-23,B00KIE28X0,3.4589313233956926
2020-01-24,B00KIE28X0,4.748460222958914
2020-01-25,B00KIE28X0,2.697525286318734
2020-01-26,B00KIE28X0,2.880706302293233
2020-01-27,B00KIE28X0,1.8019472164044452
2020-01-28,B00KIE28X0,1.360761655061387
2020-01-29,B00KIE28X0,1.8813434439556591
2020-01-30,B00KIE28X0,1.936096330194352
2020-01-31,B00KIE28X0,2.4149266127757887
2020-02-01,B00KIE28X0,1.6470080426650908
2020-02-02,B00KIE28X0,2.165252423616789
2020-02-03,B00KIE28X0,1.737268065406603
2020-02-04,B00KIE28X0,1.1018303362861839
2020-02-05,B00KIE28X0,1.8097845928304166
2020-02-06,B00KIE28X0,1.762568961389122
2020-02-07,B00KIE28X0,0.9888764753218576
2020-02-08,B00KIE28X0,0.8387960903834328
2020-02-09,B00KIE28X0,2.4335912493151426
2020-02-10,B00KIE28X0,2.3162196769675294
2020-02-11,B00KIE28X0,2.2156303848364733
2020-02-12,B00KIE28X0,3.0187649714284692
2020-02-13,B00KIE28X0,4.074290791578944
2020-02-14,B00KIE28X0,5.527684954780065
2020-02-15,B00KIE28X0,3.264254787655588
2020-02-16,B00KIE28X0,2.117002531245748
2020-02-17,B00KIE28X0,1.7279225605482602
2020-02-18,B00KIE28X0,2.0968776387704016
2020-02-19,B00KIE28X0,1.6329871768026396
2020-02-20,B00KIE28X0,4.123774468302823
2020-02-21,B00KIE28X0,5.453454728489138
2020-02-22,B00KIE28X0,2.130049123442282
2020-02-23,B00KIE28X0,1.8627645608182937
2020-02-24,B00KIE28X0,1.7745360569598791
2020-02-25,B00KIE28X0,1.1545011217271106
2020-02-26,B00KIE28X0,1.6954377421555848
2020-02-27,B00KIE28X0,2.021380298688841
2020-02-28,B00KIE28X0,1.9706240013452225
2020-02-29,B00KIE28X0,1.1818188500986946
2020-03-01,B00KIE28X0,2.985521509530952
2020-03-02,B00KIE28X0,2.703461786047504
2020-03-03,B00KIE28X0,2.682352387039613
2020-03-04,B00KIE28X0,4.023017450034204
2020-03-05,B00KIE28X0,4.184030630653479
2020-03-06,B00KIE28X0,3.885654418117891
2020-03-07,B00KIE28X0,2.6660970434389846
2020-03-08,B00KIE28X0,2.1187016699149313
2020-03-09,B00KIE28X0,1.2659733759943248
2020-03-10,B00KIE28X0,2.2701428091452027
2020-03-11,B00KIE28X0,1.8166931259737191
2020-03-12,B00KIE28X0,2.1701750460716394
2020-03-13,B00KIE28X0,6.162970293685608
2020-03-14,B00KIE28X0,3.3839046294246886
2020-03-15,B00KIE28X0,5.98133294724262
2020-03-16,B00KIE28X0,2.956615703105803
2020-03-17,B00KIE28X0,4.846142125886957
2020-03-18,B00KIE28X0,5.217236411754693
2020-03-19,B00KIE28X0,5.626296873185627
2020-03-20,B00KIE28X0,4.652856270441963
2020-03-21,B00KIE28X0,2.643569650969426
2020-03-22,B00KIE28X0,4.123494357920101
2020-03-23,B00KIE28X0,4.758197453012536
2020-03-24,B00KIE28X0,3.8801439691880515
2020-03-25,B00KIE28X0,2.6630281016640813
2020-03-26,B00KIE28X0,2.144849380079908
2020-03-27,B00KIE28X0,3.5281465399878797
2020-03-28,B00KIE28X0,2.612620168271428
2020-03-29,B00KIE28X0,5.0224589896942
2020-03-30,B00KIE28X0,2.67346695629927
2020-01-01,B00KRCBA6E,15.478327173341096
2020-01-02,B00KRCBA6E,7.776879305533248
2020-01-03,B00KRCBA6E,8.439179100776277
2020-01-04,B00KRCBA6E,8.486566785946462
2020-01-05,B00KRCBA6E,16.890236411129315
2020-01-06,B00KRCBA6E,2.4740451766307743
2020-01-07,B00KRCBA6E,6.58095947932714
2020-01-08,B00KRCBA6E,8.619658082058448
2020-01-09,B00KRCBA6E,4.902187580926359
2020-01-10,B00KRCBA6E,6.9627927554770315
2020-01-11,B00KRCBA6E,6.561768554154139
2020-01-12,B00KRCBA6E,7.006395458252187
2020-01-13,B00KRCBA6E,9.390303361863586
2020-01-14,B00KRCBA6E,2.5881411662708445
2020-01-15,B00KRCBA6E,6.84903110544934
2020-01-16,B00KRCBA6E,4.958610561333267
